Molecule,Form,Brand,Manufacturer,2009_Sales,2010_Sales,2011_Sales,2012_Sales,2013_Sales,2014_Sales,2015_Sales
DOCUSATE!SENNOSIDES A&B,O ORALS,OTHER,QUALITEST PRODUCTS,"$388,924 ","$342,694 ","$460,099 ","$306,429 ","$455,964 ","$556,922 ","$133,240 "
DOCUSATE!SENNOSIDES A&B,O ORALS,OTHER,REPACKAGER,$628 ,$691 ,,,,$383 ,"$2,363 "
DOCUSATE!SENNOSIDES A&B,O ORALS,OTHER,TEVA PHARMACEUTICA,"$1,015,677 ","$1,233,137 ","$1,238,827 ","$1,131,619 ","$821,152 ","$2,283 ",$51 
DOCUSATE!SENNOSIDES A&B,O ORALS,OTHER,TIME-CAP LABS,"$35,246 ","$107,597 ","$118,050 ","$93,831 ","$287,218 ","$346,872 ","$76,473 "
DOCUSATE!SENNOSIDES A&B,O ORALS,OTHER,URL PHARMA,$535 ,,,$213 ,$621 ,,
DOFETILIDE,O ORALS,BRAND,PFIZER,"$9,257,647 ","$17,749,150 ","$18,737,555 ","$53,969,497 ","$130,588,962 ","$154,886,435 ","$43,637,514 "
DOLASETRON,I INJECTABLES,BRAND,SANOFI AVENTIS PHR,"$19,526,910 ","$27,332,765 ","$3,966,692 ","$3,480,126 ","$1,988,035 ","$2,055,261 ","$473,309 "
DOLASETRON,O ORALS,BRAND,SANOFI AVENTIS PHR,"$6,249,457 ","$8,011,778 ","$4,500,211 ","$2,700,612 ","$1,648,558 ","$1,490,054 ","$477,740 "
DOLUTEGRAVIR,O ORALS,BRAND,VIIV HEALTHCARE,,,,,"$28,225,730 ","$376,066,695 ","$138,720,719 "
DONEPEZIL,O ORALS,BRAND,EISAI INC,"$1,569,199,163 ","$2,526,493,935 ","$241,780,715 ","$126,165,756 ","$84,849,200 ","$30,389,488 ","$6,486,411 "
DONEPEZIL,O ORALS,GENERIC,ACTAVIS,,,"$357,927 ","$383,635 ","$6,697 ",,
DONEPEZIL,O ORALS,GENERIC,AMERICAN HLTH PKG,,,"$988,004 ","$232,292 ","$231,433 ","$209,583 ","$54,563 "
DONEPEZIL,O ORALS,GENERIC,A-S MEDICATION,,,,"$145,049 ","$42,107 ","$29,425 ","$4,718 "
DONEPEZIL,O ORALS,GENERIC,AUROBINDO PHARM,,,"$119,697 ","$138,179 ","$16,333 ",$14 ,
DONEPEZIL,O ORALS,GENERIC,CADISTA PHARM,,,$622 ,"$2,426,930 ","$2,666,013 ","$3,826,004 ","$690,883 "
DONEPEZIL,O ORALS,GENERIC,DR REDDY'S LAB,,,"$1,825,257 ","$2,754,758 ","$23,326,656 ","$25,729,883 ","$4,246,964 "
DONEPEZIL,O ORALS,GENERIC,GREENSTONE LTD,,"$112,304,793 ","$371,855,192 ","$5,479,247 ","$3,320,372 ","$1,836,135 ","$8,091 "
DONEPEZIL,O ORALS,GENERIC,GSMS INC.,,,,,,,$895 
DONEPEZIL,O ORALS,GENERIC,MACLEODS PHARMA,,,,,"$120,210 ","$11,097,412 ","$3,739,162 "
DONEPEZIL,O ORALS,GENERIC,MAJOR PHARM,,,"$136,481 ","$280,681 ","$221,684 ","$319,954 ","$120,608 "
DONEPEZIL,O ORALS,GENERIC,MCKESSON PKG SERV,,,,,"$101,949 ","$80,483 ","$2,014 "
DONEPEZIL,O ORALS,GENERIC,MYLAN,,,"$44,804 ","$6,855 ",,,
DONEPEZIL,O ORALS,GENERIC,MYLAN INSTITUTION,,"$112,840 ","$1,758,689 ","$9,781 ",,,
DONEPEZIL,O ORALS,GENERIC,PAR PHARM,,,,,"$4,257,880 ","$23,385,164 ","$4,687,287 "
DONEPEZIL,O ORALS,GENERIC,RANBAXY PHARM,,"$26,771,977 ","$170,450,786 ","$5,390,487 ","$4,987,040 ","$387,307 ","$1,493 "
DONEPEZIL,O ORALS,GENERIC,REPACKAGER,,,,,,"$21,828 ","$25,027 "
DONEPEZIL,O ORALS,GENERIC,SANDOZ,,,"$403,807 ","$762,986 ","$584,719 ","$470,883 ","$46,752 "
DONEPEZIL,O ORALS,GENERIC,SOLCO HEALTHCARE,,,,"$639,190 ","$3,141,884 ","$7,109,867 ","$2,431,847 "
DONEPEZIL,O ORALS,GENERIC,SUN PHARMACEUTICAL,,,"$4,572,188 ","$520,307 ","$665,473 ","$1,119,651 ","$149,976 "
DONEPEZIL,O ORALS,GENERIC,TEVA PHARMACEUTICA,,"$136,437 ","$5,117,914 ","$6,346,226 ","$3,175,271 ","$937,124 ",$29 
DONEPEZIL,O ORALS,GENERIC,TORRENT PHARM,,,"$29,800,314 ","$41,478,037 ","$21,105,953 ","$3,850,848 ","$1,097,102 "
DONEPEZIL,O ORALS,GENERIC,WEST WARD,,,"$52,531 ","$62,424 ","$2,249 ",,
DONEPEZIL,O ORALS,GENERIC,WOCKHARDT AMERICA,,,"$135,480 ","$493,151 ","$1,271,531 ","$72,402 ",
DONEPEZIL,O ORALS,GENERIC,ZYDUS PHARM,,,"$205,417 ","$561,851 ","$441,012 ","$420,347 ","$138,541 "
DOPAMINE,I INJECTABLES,GENERIC,AMERICAN REGENT,"$359,977 ","$534,557 ","$504,382 ","$426,058 ","$307,931 ","$95,265 ",
DOPAMINE,I INJECTABLES,GENERIC,B. BRAUN MEDICAL,"$42,354 ","$59,164 ","$89,326 ","$21,270 ",$245 ,,
DOPAMINE,I INJECTABLES,GENERIC,HOSPIRA,"$4,378,478 ","$5,598,530 ","$4,197,807 ","$1,701,302 ","$449,050 ","$676,652 ","$487,398 "
DOPAMINE,I INJECTABLES,GENERIC,REPACKAGER,$207 ,,,,$111 ,"$1,406 ",$126 
DOPAMINE,S OTHER SYSTEMICS,GENERIC,BAXTER PHARM DIV,"$3,895,986 ","$6,251,704 ","$5,410,487 ","$8,241,398 ","$8,795,449 ","$7,240,282 ","$1,614,089 "
DORIPENEM,I INJECTABLES,BRAND,SHIONOGI USA,"$46,923,262 ","$94,352,538 ","$92,224,399 ","$41,767,761 ","$20,594,603 ","$8,322,321 ","$1,436,152 "
DORNASE ALFA,H INHALANTS,BRANDED GENERIC,"GENENTECH,INC.","$220,047,725 ","$373,406,165 ","$420,027,980 ","$457,595,748 ","$487,725,001 ","$489,061,458 ","$135,264,326 "
DORZOLAMIDE,P OPHTHALMICS,BRAND,MERCK & COMPANY,"$3,305,699 ","$2,904,421 ","$1,882,965 ","$1,328,295 ","$1,180,956 ","$996,594 ","$232,012 "
DORZOLAMIDE,P OPHTHALMICS,GENERIC,APOTEX CORP,"$8,187,761 ","$2,854,841 ",$664 ,$514 ,,,
DORZOLAMIDE,P OPHTHALMICS,GENERIC,A-S MEDICATION,,,,$220 ,"$3,929 ","$3,414 ",$293 
DORZOLAMIDE,P OPHTHALMICS,GENERIC,HI-TECH PHARMACAL,"$3,924,459 ","$7,586,710 ","$6,177,541 ","$4,589,947 ","$3,467,252 ","$4,536,044 ","$1,208,538 "
DORZOLAMIDE,P OPHTHALMICS,GENERIC,PRASCO LABS,"$5,972,729 ","$6,704,948 ","$3,918,871 ","$1,459,191 ","$110,683 ",,
DORZOLAMIDE,P OPHTHALMICS,GENERIC,SANDOZ,"$667,773 ","$3,005,473 ","$3,672,392 ","$3,285,580 ","$4,209,531 ","$2,614,413 ","$715,666 "
DORZOLAMIDE,P OPHTHALMICS,GENERIC,TEVA PHARMACEUTICA,,"$3,287,334 ","$2,935,651 ","$2,068,927 ","$2,335,449 ","$4,540,481 ","$1,217,339 "
DORZOLAMIDE,P OPHTHALMICS,GENERIC,VALEANT PHARM,,"$111,389 ","$344,247 ","$2,608,240 ","$5,373,387 ","$4,567,698 ","$1,321,585 "
DORZOLAMIDE!TIMOLOL,P OPHTHALMICS,BRAND,"AKORN, INC","$24,992,783 ","$23,335,663 ","$16,007,769 ","$14,473,739 ","$22,426,390 ","$25,832,317 ","$7,096,786 "
DORZOLAMIDE!TIMOLOL,P OPHTHALMICS,GENERIC,ACTAVIS,,,,,,,"$9,754 "
DORZOLAMIDE!TIMOLOL,P OPHTHALMICS,GENERIC,APOTEX CORP,"$7,683,283 ","$3,208,878 ","$1,639,190 ","$46,493 ",,,
DORZOLAMIDE!TIMOLOL,P OPHTHALMICS,GENERIC,HI-TECH PHARMACAL,"$50,783,942 ","$51,150,670 ","$47,833,448 ","$26,503,947 ","$21,807,918 ","$19,293,561 ","$5,699,158 "
DORZOLAMIDE!TIMOLOL,P OPHTHALMICS,GENERIC,PRASCO LABS,"$45,412,636 ","$42,712,505 ","$22,763,866 ","$8,036,252 ","$808,621 ",$138 ,
DORZOLAMIDE!TIMOLOL,P OPHTHALMICS,GENERIC,SANDOZ,"$11,185,988 ","$8,771,501 ","$3,205,811 ","$6,700,516 ","$6,567,825 ","$4,109,068 ","$1,123,134 "
DORZOLAMIDE!TIMOLOL,P OPHTHALMICS,GENERIC,VALEANT PHARM,,"$5,352,281 ","$8,211,527 ","$14,128,303 ","$14,681,142 ","$15,383,472 ","$4,636,888 "
DOXAPRAM,I INJECTABLES,BRAND,WEST WARD,"$423,268 ","$595,168 ","$1,624,645 ","$1,048,866 ","$589,618 ","$788,538 ","$144,635 "
DOXAPRAM,I INJECTABLES,GENERIC,BEDFORD LABS,"$560,217 ","$856,086 ","$558,793 ",$109 ,,,
DOXAZOSIN,O ORALS,BRAND,PFIZER,"$5,583,952 ","$12,200,972 ","$5,577,951 ","$4,535,009 ","$4,104,251 ","$3,995,234 ","$1,024,835 "
DOXAZOSIN,O ORALS,GENERIC,AMERICAN HLTH PKG,,,,,,"$4,770 ","$8,202 "
DOXAZOSIN,O ORALS,GENERIC,APOTEX CORP,"$5,104,977 ","$35,040 ","$1,530 ","$4,262 ","$7,322,772 ","$17,144,059 ","$3,443,640 "
DOXAZOSIN,O ORALS,GENERIC,A-S MEDICATION,"$1,701 ","$2,093 ","$2,632 ","$11,245 ","$9,954 ","$12,077 ","$1,553 "
DOXAZOSIN,O ORALS,GENERIC,ETHEX CORP,"$30,814 ","$19,295 ","$22,282 ","$35,960 ","$33,678 ",,
DOXAZOSIN,O ORALS,GENERIC,GREENSTONE LTD,,,,,,"$711,359 ","$787,507 "
DOXAZOSIN,O ORALS,GENERIC,GSMS INC.,"$523,680 ","$8,729 ","$122,504 ","$14,497 ","$10,969 ","$13,722 ","$6,915 "
DOXAZOSIN,O ORALS,GENERIC,LEGACY PHARM PKG,,,,,"$3,316 ","$15,796 ","$3,919 "
DOXAZOSIN,O ORALS,GENERIC,MAJOR PHARM,"$199,491 ","$390,602 ","$424,877 ","$6,815 ","$147,876 ","$57,279 ","$4,980 "
DOXAZOSIN,O ORALS,GENERIC,MYLAN,"$1,555,499 ","$10,093,187 ","$7,410,297 ","$5,071,310 ","$40,754,856 ","$54,901,259 ","$11,759,363 "
DOXAZOSIN,O ORALS,GENERIC,MYLAN INSTITUTION,"$135,814 ","$438,883 ","$237,115 ","$193,802 ","$870,112 ","$1,641,874 ","$425,571 "
DOXAZOSIN,O ORALS,GENERIC,QUALITEST PRODUCTS,$2 ,"$205,660 ","$124,486 ","$219,720 ","$251,554 ","$10,921,118 ","$3,424,218 "
DOXAZOSIN,O ORALS,GENERIC,REPACKAGER,"$14,341 ","$13,876 ","$9,580 ","$9,343 ","$11,629 ","$4,280 ","$1,326 "
DOXAZOSIN,O ORALS,GENERIC,TEVA PHARMACEUTICA,"$7,953,939 ","$13,819,863 ","$11,795,617 ","$13,067,630 ","$18,574,215 ","$24,865,171 ","$4,701,352 "
DOXEPIN,D DERMATOLOGICALS,BRANDED GENERIC,DPT MANUFACTURING,"$1,215,079 ","$1,853,772 ","$2,042,292 ","$1,834,034 ","$1,975,594 ","$2,134,321 ","$534,975 "
DOXEPIN,D DERMATOLOGICALS,BRANDED GENERIC,PRESTIUM PHARMA,"$2,769,509 ","$4,009,134 ","$3,319,046 ","$3,441,358 ","$3,102,478 ","$3,649,862 ","$782,435 "
DOXEPIN,O ORALS,BRAND,PFIZER,,$104 ,,,,,
DOXEPIN,O ORALS,BRANDED GENERIC,PERNIX THERAPEUTIC,,"$3,372,909 ","$18,623,100 ","$15,308,880 ","$10,160,281 ","$17,322,652 ","$6,574,299 "
DOXEPIN,O ORALS,GENERIC,ACTAVIS,"$28,791 ","$31,089 ",,,,,
DOXEPIN,O ORALS,GENERIC,A-S MEDICATION,$534 ,$271 ,$270 ,$18 ,$404 ,$262 ,
DOXEPIN,O ORALS,GENERIC,AV KARE INC,,,,,$169 ,$282 ,
DOXEPIN,O ORALS,GENERIC,MAJOR PHARM,"$4,051 ","$4,025 ",$39 ,,,,
DOXEPIN,O ORALS,GENERIC,MFR NOT STATED,$929 ,"$1,209 ","$1,125 ",$834 ,$982 ,"$2,147 ",$711 
DOXEPIN,O ORALS,GENERIC,MORTON GROVE PHARM,"$125,913 ","$123,972 ","$62,460 ","$55,929 ","$88,505 ","$84,647 ","$21,144 "
DOXEPIN,O ORALS,GENERIC,MYLAN,"$4,259,199 ","$6,378,737 ","$12,554,307 ","$23,362,229 ","$29,881,094 ","$40,122,147 ","$12,190,197 "
DOXEPIN,O ORALS,GENERIC,MYLAN INSTITUTION,"$77,666 ","$115,989 ","$136,863 ","$229,975 ","$388,206 ","$557,267 ","$147,426 "
DOXEPIN,O ORALS,GENERIC,PAR PHARM,"$1,026,178 ","$1,476,775 ","$1,664,972 ","$1,747,305 ","$2,028,932 ","$3,537,964 ","$985,352 "
DOXEPIN,O ORALS,GENERIC,REPACKAGER,"$46,309 ","$66,589 ","$71,743 ","$128,633 ","$152,054 ","$233,468 ","$67,190 "
DOXEPIN,O ORALS,GENERIC,SANDOZ,$15 ,,,,,,
DOXEPIN,O ORALS,GENERIC,SILARX PHARM INC,"$41,145 ","$67,673 ","$58,317 ","$62,624 ","$64,811 ","$70,933 ","$18,503 "
DOXEPIN,O ORALS,GENERIC,TEVA PHARMACEUTICA,"$66,452 ","$178,582 ","$185,143 ","$127,346 ","$83,190 ","$111,227 ","$26,564 "
DOXEPIN,Y ALL OTHERS,GENERIC,LETCO MED,,,,,"$73,950 ","$18,387 ","$9,193 "
DOXEPIN,Y ALL OTHERS,GENERIC,MEDISCA INC,,,,,$301 ,"$1,235 ",$114 
DOXERCALCIFEROL,I INJECTABLES,BRAND,GENZYME CORP,"$109,865,421 ","$212,259,990 ","$241,990,703 ","$178,534,295 ","$184,392,782 ","$215,684,858 ","$49,937,279 "
DOXERCALCIFEROL,I INJECTABLES,GENERIC,SANDOZ,,,,,,"$867,037 ","$116,848 "
DOXERCALCIFEROL,O ORALS,BRAND,GENZYME CORP,"$52,170,730 ","$100,868,587 ","$72,362,276 ","$49,603,851 ","$48,768,838 ","$17,806,564 ","$1,721,285 "
DOXERCALCIFEROL,O ORALS,GENERIC,PRASCO LABS,,,,,,"$16,869,407 ","$3,938,532 "
DOXERCALCIFEROL,O ORALS,GENERIC,ROXANE,,,,,,"$7,250,383 ","$1,879,148 "
DOXORUBICIN,I INJECTABLES,BRAND,PFIZER,,,"$4,216,049 ","$8,531,309 ","$8,534,102 ","$6,977,233 ","$1,605,678 "
DOXORUBICIN,I INJECTABLES,GENERIC,ACTAVIS,,,,,,,$591 
DOXORUBICIN,I INJECTABLES,GENERIC,BEDFORD LABS,"$5,207,319 ","$9,326,469 ","$3,636,307 ","$259,645 ","$189,208 ","$22,809 ","$3,867 "
DOXORUBICIN,I INJECTABLES,GENERIC,FRESENIUS KABI USA,"$2,429,341 ","$6,052,190 ","$4,741,510 ","$4,762,122 ","$3,608,629 ","$1,800,515 ","$439,047 "
DOXORUBICIN,I INJECTABLES,GENERIC,MYLAN INSTITUTION,,,,,"$195,853 ","$1,859,210 ","$440,970 "
DOXORUBICIN,I INJECTABLES,GENERIC,SAGENT PHARM,,,,,"$52,877 ","$1,144,558 ","$295,503 "
DOXORUBICIN,I INJECTABLES,GENERIC,SUN PHARMACEUTICAL,,,,,"$254,418 ","$546,831 ","$137,915 "
DOXORUBICIN,I INJECTABLES,GENERIC,TEVA PARENTERAL ME,"$4,463,476 ","$2,086,229 ","$3,611,039 ","$828,685 ","$1,299,809 ","$1,692,716 ","$673,528 "
DOXYCYCLINE,I INJECTABLES,GENERIC,BEDFORD LABS,"$514,482 ","$591,474 ",$787 ,,,,
DOXYCYCLINE,I INJECTABLES,GENERIC,FRESENIUS KABI USA,"$5,412,123 ","$10,836,226 ","$12,565,287 ","$12,200,070 ","$10,529,894 ","$17,153,198 ","$5,344,566 "
DOXYCYCLINE,I INJECTABLES,GENERIC,MYLAN INSTITUTION,,,,"$229,733 ","$4,671,802 ","$1,323,101 ","$73,121 "
DOXYCYCLINE,O ORALS,BRAND,PFIZER,"$22,190,337 ","$10,089,477 ","$14,010,899 ","$4,981,870 ","$4,848,984 ","$3,760,489 ","$912,700 "
DOXYCYCLINE,O ORALS,BRANDED GENERIC,AQUA PHARMACEUTICS,"$21,435,246 ","$53,988,439 ","$62,889,413 ","$84,299,230 ","$134,569,039 ","$195,128,093 ","$50,665,721 "
DOXYCYCLINE,O ORALS,BRANDED GENERIC,AVIDAS PHARM,"$10,820 ","$49,428 ","$8,561 ","$45,708 ","$36,845 ","$15,346 ",
DOXYCYCLINE,O ORALS,BRANDED GENERIC,E5 PHARMA,"$208,593 ","$3,761 ",,,,,
DOXYCYCLINE,O ORALS,BRANDED GENERIC,GALDERMA LABS,"$119,605,779 ","$247,997,156 ","$281,097,058 ","$317,423,205 ","$307,550,365 ","$347,017,776 ","$93,574,137 "
DOXYCYCLINE,O ORALS,BRANDED GENERIC,LIBERTAS PHARMA,"$237,345,406 ","$410,407,492 ","$292,487,041 ","$225,852,082 ","$243,755,192 ","$163,917,038 ","$50,408,850 "
DOXYCYCLINE,O ORALS,BRANDED GENERIC,MEDIMETRIKS PHARM,,,"$260,465 ","$439,415 ","$662,665 ","$962,942 ","$228,217 "
DOXYCYCLINE,O ORALS,BRANDED GENERIC,PHARMADERM,"$15,828,124 ","$27,824,100 ","$37,840,488 ","$7,992,099 ","$1,080,125 ","$483,528 ","$40,148 "
DOXYCYCLINE,O ORALS,GENERIC,ACTAVIS,"$5,297,041 ","$7,791,394 ","$7,525,179 ","$15,456,090 ","$504,543,962 ","$188,629,911 ","$17,052,640 "
DOXYCYCLINE,O ORALS,GENERIC,AIDAREX PHARM,,,,,,$310 ,
DOXYCYCLINE,O ORALS,GENERIC,AMERICAN HLTH PKG,,"$16,625 ","$172,661 ","$255,970 ","$1,542,411 ","$3,227,109 ","$593,314 "
DOXYCYCLINE,O ORALS,GENERIC,AMNEAL PHARM,"$3,314 ",$197 ,$122 ,,,,
DOXYCYCLINE,O ORALS,GENERIC,APACE PACK,$577 ,"$7,475 ","$36,293 ","$13,396 ",,,
DOXYCYCLINE,O ORALS,GENERIC,A-S MEDICATION,"$68,418 ","$80,098 ","$211,475 ","$85,099 ","$230,438 ","$268,198 ","$62,996 "
DOXYCYCLINE,O ORALS,GENERIC,AV KARE INC,,,,,"$2,414,107 ","$12,993,954 ","$459,050 "
DOXYCYCLINE,O ORALS,GENERIC,AVPAK,,,,,,"$60,213 ","$71,821 "
DOXYCYCLINE,O ORALS,GENERIC,AXIOM PHARM,"$51,866 ",,,,,,
DOXYCYCLINE,O ORALS,GENERIC,BLU PHARM,$43 ,$155 ,$89 ,"$19,258 ","$152,242 ","$50,897,038 ","$5,945,630 "
DOXYCYCLINE,O ORALS,GENERIC,CARACO PHARM,,,,,,"$207,999 ","$20,989 "
DOXYCYCLINE,O ORALS,GENERIC,"CIPLA USA, INC.",,,,,,,"$113,123 "
DOXYCYCLINE,O ORALS,GENERIC,"CITRON PHARMA, LLC",,,,,,"$665,178 ","$834,139 "
DOXYCYCLINE,O ORALS,GENERIC,COREPHARMA,,,"$64,287 ","$49,156 ",$60 ,,
DOXYCYCLINE,O ORALS,GENERIC,GALDERMA LABS,,,,,,"$853,673 ","$5,726,597 "
DOXYCYCLINE,O ORALS,GENERIC,GLOBAL PHARM CORP,,,"$9,655,870 ","$8,170,145 ","$3,643,991 ","$2,084,746 ","$461,187 "
DOXYCYCLINE,O ORALS,GENERIC,GSMS INC.,,,"$1,623 ",$48 ,,,
DOXYCYCLINE,O ORALS,GENERIC,HARRIS PHARM,,,,,,"$1,482,385 ","$1,469,152 "
DOXYCYCLINE,O ORALS,GENERIC,HERITAGE PHARMA,,,,"$853,094 ","$8,900,493 ","$34,093,745 ","$6,139,681 "
DOXYCYCLINE,O ORALS,GENERIC,LANNETT,"$6,237,506 ","$7,155,725 ","$4,780,072 ","$8,852,283 ","$9,813,127 ","$5,075,904 ","$928,902 "
DOXYCYCLINE,O ORALS,GENERIC,LARKEN LABS,,,"$607,752 ","$643,457 ","$362,506 ","$373,674 ","$86,788 "
DOXYCYCLINE,O ORALS,GENERIC,LIBERTY PHARM,"$161,067 ","$60,820 ","$263,749 ","$57,680 ","$665,835 ","$56,026 ","$20,262 "
DOXYCYCLINE,O ORALS,GENERIC,LUPIN PHARMA,,,,,"$443,997 ","$20,599,139 ","$1,254,951 "
DOXYCYCLINE,O ORALS,GENERIC,MAJOR PHARM,"$552,967 ","$1,648,089 ","$1,367,857 ","$1,024,447 ","$3,773,604 ","$170,589 ","$204,818 "
DOXYCYCLINE,O ORALS,GENERIC,MARLEX PHARM,$704 ,"$19,642 ","$55,602 ","$17,654 ","$1,534 ",$553 ,"$800,023 "
DOXYCYCLINE,O ORALS,GENERIC,MFR NOT STATED,"$67,401 ","$78,646 ","$1,723 ",$529 ,"$1,067 ",$234 ,
DOXYCYCLINE,O ORALS,GENERIC,MHC MEDICAL PRODUC,,,,,,,"$40,161 "
DOXYCYCLINE,O ORALS,GENERIC,MIDLOTHIAN LABS,,,,,"$408,672 ","$2,673,085 ","$1,772,823 "
DOXYCYCLINE,O ORALS,GENERIC,MUTUAL PHARM,"$5,011,229 ","$6,885,872 ","$6,909,786 ","$9,042,257 ","$215,636,604 ","$125,846,597 ","$13,901,146 "
DOXYCYCLINE,O ORALS,GENERIC,MYLAN,"$5,260,306 ","$6,760,390 ","$18,761,956 ","$118,986,116 ","$135,022,239 ","$34,963,602 ","$7,513,020 "
DOXYCYCLINE,O ORALS,GENERIC,NUCARE PHARM,"$221,645 ","$58,491 ",,,,,
DOXYCYCLINE,O ORALS,GENERIC,PAR PHARM,"$4,186,702 ","$6,489,690 ","$8,888,950 ","$10,979,098 ","$24,103,132 ","$25,055,305 ","$7,049,264 "
DOXYCYCLINE,O ORALS,GENERIC,PD-RX PHARM,"$62,739 ","$607,017 ","$2,786,509 ","$4,281,126 ","$12,777,542 ","$2,926,293 ","$699,486 "
DOXYCYCLINE,O ORALS,GENERIC,QUALITEST PRODUCTS,"$189,485 ","$275,665 ","$191,806 ","$7,251 ",,"$8,219,790 ","$12,809,724 "
DOXYCYCLINE,O ORALS,GENERIC,RANBAXY PHARM,"$853,829 ","$3,206,088 ","$12,124,424 ","$18,321,617 ","$26,673,956 ","$4,751,685 ","$1,969,324 "
DOXYCYCLINE,O ORALS,GENERIC,REPACKAGER,"$7,194 ","$14,190 ","$10,986 ","$3,707 ","$26,535 ","$6,974 ",$868 
DOXYCYCLINE,O ORALS,GENERIC,SANDOZ,"$583,126 ","$1,111,297 ","$118,025 ",,,$171 ,$87 
DOXYCYCLINE,O ORALS,GENERIC,TEVA PHARMACEUTICA,"$5,249,550 ","$7,053,024 ","$8,112,514 ","$1,182,536 ","$453,254 ",,
DOXYCYCLINE,O ORALS,GENERIC,URL PHARMA,"$5,376 ","$7,610 ","$7,953 ","$10,805 ",$986 ,,
DOXYCYCLINE,O ORALS,GENERIC,VERSAPHARM INC,"$80,521 ","$77,012 ","$66,661 ","$151,931 ",$190 ,"$147,152 ","$68,972 "
DOXYCYCLINE,O ORALS,GENERIC,WEST WARD,"$7,255,645 ","$11,067,855 ","$12,723,109 ","$10,563,641 ","$263,564,176 ","$176,895,766 ","$20,925,486 "
DOXYCYCLINE,S OTHER SYSTEMICS,BRANDED GENERIC,MEDIMETRIKS PHARM,,,"$512,811 ","$1,901,207 ","$2,424,049 ","$2,720,542 ","$617,790 "
DOXYCYCLINE,S OTHER SYSTEMICS,BRANDED GENERIC,OCUSOFT INC,"$335,074 ","$388,066 ","$340,461 ","$196,256 ","$89,336 ","$14,349 ",$564 
DOXYCYCLINE,S OTHER SYSTEMICS,BRANDED GENERIC,PHARMADERM,"$1,082 ",,,,,,
DOXYCYCLINE,Y ALL OTHERS,GENERIC,FAGRON,,$59 ,,,$210 ,,$19 
DOXYCYCLINE,Y ALL OTHERS,GENERIC,LETCO MED,,,,"$334,142 ","$2,300,919 ","$1,473,947 ","$31,162 "
DOXYCYCLINE,Y ALL OTHERS,GENERIC,MEDISCA INC,,,,$69 ,"$3,531 ","$5,753 ","$15,805 "
DOXYCYCLINE!SALICYLIC ACID!ZINC,S OTHER SYSTEMICS,BRANDED GENERIC,AVIDAS PHARM,"$57,053 ","$200,542 ","$76,780 ","$69,156 ","$45,985 ","$10,212 ",
DOXYLAMINE,O ORALS,BRANDED GENERIC,CENTURION LABS,"$3,806 ","$1,692 ",,,,,
DOXYLAMINE,O ORALS,BRANDED GENERIC,ZYBER PHARM,"$203,469 ","$360,746 ","$209,239 ","$91,457 ",,,
DOXYLAMINE,O ORALS,OTHER,CHATTEM CONS PROD,"$3,865,565 ","$4,881,961 ","$4,820,402 ","$4,375,928 ","$4,484,213 ","$4,712,537 ","$1,021,394 "
DOXYLAMINE,O ORALS,OTHER,PRIVATE LABEL,"$1,810,186 ","$2,716,078 ","$3,009,668 ","$1,335,515 ","$692,299 ","$641,626 ","$302,963 "
DOXYLAMINE!PSEUDOEPHEDRINE,O ORALS,OTHER,"SALLUS LABS, LLC",,,"$17,451 ","$140,329 ","$161,619 ","$71,565 ","$4,148 "
DOXYLAMINE!PYRIDOXINE,O ORALS,BRANDED GENERIC,DUCHESNAY USA INC.,,,,,"$14,868,874 ","$49,736,757 ","$20,234,534 "
DRONABINOL,O ORALS,BRANDED GENERIC,ABBVIE INC.,"$18,907,497 ","$21,429,268 ","$19,745,987 ","$15,371,279 ","$13,748,232 ","$12,394,548 ","$2,076,158 "
DRONABINOL,O ORALS,GENERIC,ACTAVIS,"$48,743,124 ","$71,893,651 ","$69,890,826 ","$51,903,048 ","$44,398,127 ","$43,356,865 ","$10,480,393 "
DRONABINOL,O ORALS,GENERIC,"AKORN, INC",,,,,,,"$33,558 "
DRONABINOL,O ORALS,GENERIC,AMERICAN HLTH PKG,,"$2,997,461 ","$3,418,880 ","$4,546,950 ","$5,029,906 ","$6,177,397 ","$1,785,853 "
DRONABINOL,O ORALS,GENERIC,MYLAN,,,,"$14,126,062 ","$8,357,046 ","$4,865,449 ","$362,767 "
DRONABINOL,O ORALS,GENERIC,PAR PHARM,"$27,846,012 ","$46,970,487 ","$53,027,665 ","$46,952,296 ","$57,515,815 ","$65,323,565 ","$16,225,777 "
DRONEDARONE,O ORALS,BRAND,SANOFI AVENTIS PHR,"$31,153,492 ","$180,875,173 ","$292,949,053 ","$283,967,963 ","$325,322,909 ","$379,057,023 ","$100,945,263 "
DROPERIDOL,I INJECTABLES,GENERIC,AMERICAN REGENT,"$920,414 ","$2,156,876 ","$2,219,434 ","$3,986,686 ","$469,550 ",$902 ,
DROPERIDOL,I INJECTABLES,GENERIC,HOSPIRA,"$341,987 ","$313,459 ","$255,317 ","$3,443 ",,,
DROPERIDOL,I INJECTABLES,GENERIC,REPACKAGER,"$8,072 ","$8,281 ","$10,120 ","$9,998 ","$3,803 ",,
DROSPIRENONE!ESTRADIOL,O ORALS,BRANDED GENERIC,BAYER HEALTHCARE P,"$6,169,165 ","$9,842,439 ","$9,339,639 ","$8,940,921 ","$10,326,384 ","$9,830,804 ","$2,310,960 "
