Molecule,Form,Type,Product,Strength,2009_Sales,2010_Sales,2011_Sales,2012_Sales,2013_Sales,2014_Sales,2015_Sales
DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!UBIQUINONE(S),O ORALS,OTHER,COROMEGA HLTH HEART,N/A,,,$329 ,$185 ,,,
DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!UBIQUINONE(S),O ORALS,OTHER,FISH OIL/COENZYME Q,N/A,"$32,415 ","$76,374 ","$38,386 ",,,,
DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!VITAMIN E,O ORALS,OTHER,FISH OIL,1000MG,,,,"$4,984 ","$11,648 ","$14,577 ","$3,535 "
DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!VITAMIN E,O ORALS,OTHER,OMEGA-3,1000MG,"$769,379 ","$1,116,387 ","$455,064 ","$315,813 ","$286,006 ","$275,077 ","$61,944 "
DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!VITAMIN E,O ORALS,OTHER,OMEGA-3,1000MG-5U,"$57,657 ","$110,057 ","$130,430 ","$128,084 ","$110,935 ","$99,380 ","$23,239 "
DOCOSAHEXANOIC  ACID!EICOSAPENTANOIC ACID!VITAMIN E,O ORALS,OTHER,SEA-OMEGA 30,1200MG,"$22,060 ","$53,109 ","$59,500 ","$74,098 ","$72,095 ","$73,956 ","$18,781 "
DOCOSAHEXANOIC  ACID!FOLIC ACID,O ORALS,OTHER,NM FOLIC ACID/DHA,600MCG-137MG,"$9,985 ","$13,081 ","$5,446 ",$636 ,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID,T OTHER TOPICALS,BRANDED GENERIC,NUTRI-TAB OB + DHA,32-1-230MG,,,,"$112,708 ","$324,396 ","$3,473 ",
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,PNV-DHA PLUS,27-1-250MG,,"$15,116 ","$77,681 ","$1,408 ",,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,PNV-FIRST,29-1-200MG,,,,,"$601,118 ","$631,079 ","$1,802 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,TANDEM DHA,30-1-310MG,"$722,523 ","$219,850 ","$1,857 ",$82 ,$82 ,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS,O ORALS,BRANDED GENERIC,VITAPEARL,1.4-30-200MG,,,,,,"$975,013 ","$459,728 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS,S OTHER SYSTEMICS,BRANDED GENERIC,CHOICE-OB + DHA,29-1-250MG,,,,,"$152,694 ","$144,208 ",$92 
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS,S OTHER SYSTEMICS,BRANDED GENERIC,NESTABS DHA,32-1-230MG,,,"$1,170,097 ","$2,534,968 ","$2,259,964 ","$2,505,729 ","$634,415 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS,S OTHER SYSTEMICS,BRANDED GENERIC,PNV-OB W/ DHA,65-1-250MG,,,,,"$126,338 ","$106,956 ",
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS,S OTHER SYSTEMICS,BRANDED GENERIC,V-NATAL DHA,32-1-230MG,,,,"$10,635 ","$25,717 ",,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS,S OTHER SYSTEMICS,OTHER,EXPECTA PRENATAL,28-800-200,,,,,"$55,844 ","$560,305 ","$113,122 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS,S OTHER SYSTEMICS,OTHER,PRENATAL VIT/DHA,28-0.975-200MG,,,,,,$58 ,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS,S OTHER SYSTEMICS,OTHER,PRENATAL VIT/DHA,28-800-440,,,,,"$3,263 ","$10,266 ","$4,926 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!METHYLFOLATE!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PRENATE ESSENTIAL,18-0.6-0.4-300MG,,,,,,"$548,534 ","$510,968 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS,O ORALS,BRANDED GENERIC,PRENATE DHA,18-1-300MG,,,,,,"$1,965,657 ","$1,336,713 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,CAVAN ONE,27-1-330MG,"$13,822 ","$262,481 ","$46,364 ",,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,CONCEPT DHA,35-1-200MG,"$1,079,892 ","$4,421,460 ","$2,505,453 ","$2,400,718 ","$2,080,544 ","$1,948,999 ","$599,348 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,DOCOSAVIT,30-1-310MG,"$530,205 ","$433,920 ","$123,156 ",$71 ,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,FOLCAPS OMEGA-3,27-1-330MG,,"$591,981 ","$310,631 ","$241,411 ","$151,971 ","$52,495 ",$49 
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,INFANATE PLUS,27-1-260MG,,,,,,"$63,702 ","$29,840 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,NATELLE ONE,27-1-250MG,"$48,741 ","$2,054,430 ",$905 ,$64 ,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,NATELLE ONE,28-1-250MG,,"$774,315 ","$1,865,246 ","$1,224,069 ","$1,276,244 ","$514,287 ","$99,847 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,NEEVO DHA,27-400-1.13MG,,,"$5,525,984 ","$7,665,118 ","$4,899,217 ","$2,539,461 ","$535,862 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,NEEVO DHA,27-400-1MG,"$3,091,406 ","$9,830,823 ","$3,252,144 ","$11,852 ","$5,335 ",,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,OB COMPLETE 400,35-1.2-400MG,"$646,851 ","$5,627,899 ","$3,100,226 ","$3,638 ",$48 ,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,OB COMPLETE DHA,28-1.25MG,"$1,887,313 ","$1,313,720 ","$617,178 ","$1,661 ",$147 ,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,OB-NATAL ONE,27-1-330MG,"$6,869,165 ","$7,013,367 ","$1,008,893 ",$672 ,$14 ,$67 ,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PNV-DHA,27-1-300MG,"$894,404 ","$12,859,139 ","$12,593,913 ","$5,717,875 ","$3,389,962 ","$4,344,523 ","$1,187,712 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PNV-OMEGA,28-1-300MG,,"$76,182 ","$456,430 ","$47,545 ","$32,187 ","$158,449 ","$17,734 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PREFERA-OB ONE,22-1-200MG,,"$1,034,812 ","$3,221,881 ","$4,828,683 ","$3,538,422 ","$1,404,108 ","$262,634 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PRENATE DHA,27-1-300MG,"$20,002,060 ","$17,268,575 ","$39,776 ","$7,310 ","$1,971 ","$2,436 ",$382 
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PRENATE ENHANCE,28-1-400MG,,,,,"$6,142 ","$1,163,845 ","$480,078 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PRENATE ESSENTIAL,28-1-300MG,,"$14,844,920 ","$18,513,737 ","$1,438,540 ",$458 ,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PRENATE ESSENTIAL,29-1-300MG,,,,"$3,096,194 ","$3,642,587 ","$2,040,526 ","$12,869 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,PRENATE RESTORE,27-1-400MG,,,,,"$3,882 ","$498,970 ","$133,242 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,ROVIN-NV,29-1-400MG,,"$481,585 ","$324,007 ","$3,962 ",,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,ROVIN-NV DHA,27-1-400MG,,"$1,266,602 ","$2,893,662 ","$388,444 ",$49 ,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,SE-PLETE DHA,28-1.25MG,"$349,361 ","$717,705 ","$86,639 ",,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,SE-TAN DHA,30-1-310MG,"$13,220 ","$103,290 ","$207,935 ","$199,009 ","$218,093 ","$149,373 ","$30,294 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,TARON-C DHA,35-1-200MG,"$1,731 ","$471,987 ","$1,723,266 ","$1,906,147 ","$1,544,433 ","$1,291,917 ","$246,725 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,TRIVEEN-ONE,27-1-250MG,,"$63,714 ","$5,384 ",$71 ,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,ULTIMATECARE ONE,27-1-330MG,"$48,408 ","$262,786 ","$1,666,984 ","$1,163,347 ","$821,815 ","$571,471 ","$70,196 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,VIRT-PN PLUS,28-1-300MG,,,,,"$172,219 ","$170,342 ","$61,197 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,VITAFOL-ONE,29-1-200MG,,,"$2,558,862 ","$13,312,137 ","$23,858,082 ","$22,980,373 ","$4,687,725 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,VIVA DHA,28-1-200MG,"$127,796 ","$307,746 ","$451,806 ","$671,909 ","$186,299 ","$102,537 ","$1,133 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,VP HEME-ONE,22-6-1-200MG,,,,,"$184,012 ","$106,474 ","$19,131 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,ZATEAN-PN DHA,27-1-300MG,,"$1,099,484 ","$2,264,418 ","$3,696,230 ","$2,965,437 ","$1,290,451 ","$186,242 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,BRANDED GENERIC,ZATEAN-PN PLUS,28-1-300MG,,"$2,538,560 ","$12,685,493 ","$6,181,071 ","$2,281,448 ","$747,990 ","$154,316 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,OTHER,PRENATAL MULTI DHA,27-800-228MG,,,,,,"$44,628 ","$34,463 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,BAL-CARE DHA,27-1-430MG,,,,"$64,765 ","$57,573 ","$71,782 ","$32,207 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,CAVAN-ALPHA,27-1-300MG,,"$560,175 ","$684,455 ","$254,261 ","$119,758 ","$13,092 ",
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,CAVAN-EC SOD DHA,30-1-440MG,,"$1,188,615 ","$569,027 ","$346,176 ","$373,125 ","$343,087 ",$756 
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,CAVAN-FOLATE DHA,65-1-250MG,,"$284,191 ","$223,562 ","$2,807 ",,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,COMPLETE NATAL DHA,29-1-250MG,"$43,424 ","$127,513 ","$253,405 ","$326,126 ","$299,962 ","$297,532 ","$87,179 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,DUET DHA,25-1-400MG,,,,"$72,576 ","$286,429 ","$586,166 ","$185,634 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,DUET DHA,25-1-430MG,,,,"$38,345 ","$75,973 ","$37,198 ","$1,838 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,DUET DHA,29-430-1MG,"$171,359 ","$9,097 ",,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,DUET DHA COMPLETE,27-1-300MG,,"$1,820,341 ","$1,047 ",,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,DUET DHA COMPLETE,27-1-430MG,,"$821,812 ","$274,519 ",$50 ,$328 ,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,DUET DHA EC STUART,29-300-1MG,"$168,684 ","$2,235 ",,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,DUET DHA EC STUART,29-400-1MG,"$23,082 ",,,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,DUET DHA EC STUART,29-430-1MG,"$970,699 ","$1,143 ",,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,DUET DHA STUARTNATAL,29-300-1MG,"$10,459 ",$328 ,,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,DUET DHA STUARTNATAL,29-400-1MG,"$10,259 ",,,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,DUET DHA W/FERRAZONE,30-1-440MG,"$2,580,487 ","$920,193 ",,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,FOLIVANE-EC CALCIUM DHA,27-1-250MG,,"$63,824 ","$8,094 ",,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,FOLTABS 90+DHA,90-1-250MG,"$605,097 ","$593,041 ",$105 ,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,GESTICARE DHA,27-1-250MG,"$1,582,771 ","$3,217,385 ","$1,966,237 ","$498,047 ","$476,502 ","$212,124 ","$36,281 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,GESTICARE DHA,28-1-250MG,"$1,226,560 ","$6,774 ",$230 ,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,MULTI-NATE 30 DHA,29-1-275MG,"$115,066 ","$769,479 ","$235,313 ",$41 ,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,MULTI-NATE 30 DHA,29-1-295MG,"$346,345 ","$423,499 ","$87,893 ",$79 ,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,MULTI-NATE DHA EXTRA,29-1-275MG,"$52,806 ","$356,038 ","$121,172 ",$16 ,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,MULTI-NATE DHA EXTRA,29-1-430MG,"$245,113 ","$466,890 ","$98,528 ",$70 ,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,NATELLE PLUS,26-1-200MG,"$474,113 ","$404,256 ","$2,085 ",,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,PR NATAL 400,29-1-400MG,,"$1,052,293 ","$549,533 ","$327,818 ","$215,740 ","$214,175 ","$5,514 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,PR NATAL 400 EC,29-1-400MG,,"$495,386 ","$270,625 ","$191,710 ","$95,172 ","$52,891 ","$20,565 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,PR NATAL 430,29-1-430MG,,"$472,185 ","$552,360 ","$421,139 ","$291,560 ","$160,088 ",$960 
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,PR NATAL 430 EC,29-1-430MG,,"$248,585 ","$356,378 ","$294,650 ","$201,101 ","$129,096 ","$31,610 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,PR NATAL 440 EC,30-1-440MG,,"$79,210 ","$31,528 ",,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,PREFERA-OB PLUS DHA,28-1-200MG,"$846,923 ","$5,230,951 ","$5,607,459 ","$5,258,299 ","$2,970,335 ","$1,776,090 ","$259,922 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,PRENAISSANCE 90 DHA,90-1-300MG,,,,,"$13,356 ","$163,707 ","$61,781 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,PRUET DHA,29-1-400MG,"$1,594,562 ","$896,550 ","$1,152 ",$48 ,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,PRUET DHA,29-1-430MG,"$321,485 ","$196,761 ",$45 ,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,PRUET DHA EC,29-1-400MG,"$1,055,047 ","$610,948 ",$163 ,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,PRUET DHA EC,29-1-430MG,"$319,754 ","$208,861 ",,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,RENATE DHA,29-1-400MG,"$980,255 ","$104,802 ",,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,RENATE DHA,29-1-430MG,"$911,043 ",$631 ,$58 ,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,RENATE DHA EXTRA,29-1-400MG,"$110,858 ","$4,923 ",$198 ,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,RENATE DHA EXTRA,29-1-430MG,"$223,089 ","$17,063 ",,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,SELECT-OB/DHA,29-1-250MG,"$688,063 ","$2,785,878 ","$8,720,434 ","$8,621,303 ","$10,036,229 ","$11,230,018 ","$2,962,981 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,SETONET,29-1-295MG,"$122,042 ","$181,516 ","$119,330 ","$67,700 ","$39,634 ","$8,043 ",
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,SETONET-EC,29-1-430MG,"$123,287 ","$287,988 ","$186,286 ","$141,652 ","$111,585 ","$15,130 ",$29 
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,TARON EC,28-1-250MG,,"$48,053 ","$7,861 ","$7,700 ","$1,979 ",,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,TRICARE DHA,27-1-880MG,"$84,369 ","$115,650 ","$52,851 ","$73,542 ","$33,573 ","$29,963 ","$8,546 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,VITAFOL OB+DHA,65-1-250MG,"$3,431,521 ","$6,798,299 ","$6,995,858 ","$5,001,671 ","$4,972,245 ","$5,470,614 ","$1,453,783 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,VITANATAL OB+DHA,65-1-250MG,,"$259,477 ",$353 ,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRANDED GENERIC,VITAPHIL DHA,26-1-200MG,"$170,446 ","$460,773 ","$62,553 ",,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,OTHER,ONE-A-DAY PRENATAL,28-0.8-240MG,"$2,909,362 ","$5,244,543 ","$4,472,267 ","$5,507,692 ","$3,815,430 ","$5,699,531 ","$1,204,405 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRAND,DUET DHA BALANCED,25-1MG,,,,,"$276,513 ","$1,298,733 ","$358,741 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,S OTHER SYSTEMICS,BRAND,DUET DHA BALANCED,27-1-430MG,,"$172,271 ","$2,957,120 ","$72,365 ","$12,638 ",,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,GENERIC,INFANATE DHA,28-1-250MG,,,"$11,460 ",$353 ,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS,O ORALS,GENERIC,MULTVIT/MIN,27-300-1MG,$29 ,,,,,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  FERROUS!MULTIVITAMINS & MINERALS!UBIQUINONE(S),O ORALS,BRANDED GENERIC,PREQUE 10,15-0.5-50MG,,"$1,569,013 ","$927,471 ","$1,441 ",,,
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  METAL,S OTHER SYSTEMICS,BRANDED GENERIC,VENA-BAL DHA,27-1-430MG,,,"$129,856 ","$246,979 ","$129,782 ","$63,006 ","$14,849 "
DOCOSAHEXANOIC  ACID!FOLIC ACID!IRON  METAL,S OTHER SYSTEMICS,BRANDED GENERIC,VENATAL COMPLETE DHA,27-1-430MG,,,$254 ,"$404,304 ",,,
